"Antecedent","Consequent","Support","Confidence","Lift","Conviction","Leverage","Coverage"
"almonds","french fries","0.0043994134115451274","0.21568627450980393","1.2619834205132912","1.0570890547926943","0.00091330310293605103","0.020397280362618318"
"whole wheat rice","chocolate","0.011998400213304892","0.20501138952164008","1.2512534034188951","1.0517825894465265","0.0024092952562108708","0.058525529929342755"
"vegetables mix","spaghetti","0.0055992534328756166","0.21761658031088085","1.2498789961040713","1.0556075966913021","0.001119417024448289","0.025729902679642713"
"cottage cheese","spaghetti","0.0069324090121317154","0.21757322175732213","1.2496299666169015","1.0555490996922334","0.0013848395737165271","0.031862418344220773"
"tomatoes","chocolate","0.013998133582189041","0.2046783625730994","1.2492208280397221","1.0513421739846451","0.0027926419125096948","0.06839088121583789"
"brownies","spaghetti","0.0073323556859085457","0.21739130434782608","1.2485851255076903","1.0553037372794738","0.0014598240209753128","0.033728836155179312"
"pancakes","french fries","0.020130649246767097","0.21178120617110799","1.2391348108342286","1.0518519238953192","0.0038849195079548662","0.095053992800959872"
"ham","french fries","0.0055992534328756166","0.21105527638190955","1.2348873854451667","1.0508840859435304","0.0010650315282141384","0.026529796027196375"
"french fries","chocolate","0.034395413944807357","0.20124804992199688","1.2282844771886887","1.0468270897213705","0.0063926063024507887","0.1709105452606319"
"chocolate","french fries","0.034395413944807357","0.20992676973148899","1.2282844771886887","1.0493830482746482","0.0063926063024507887","0.1638448206905746"
"soup","chocolate","0.010131982402346354","0.20052770448548812","1.2238879669207861","1.0458838711494132","0.0018534612662674602","0.050526596453806159"
"low fat yogurt","eggs","0.016797760298626851","0.21951219512195125","1.2214844032713326","1.0509973670177308","0.0030458366116442454","0.076523130249300089"
"brownies","eggs","0.0073323556859085457","0.21739130434782608","1.2096826215972132","1.0481491356707995","0.0012709677193465255","0.033728836155179312"
"escalope","french fries","0.01639781362485002","0.20672268907563024","1.2095373562841676","1.0451445456989914","0.0028407179802591685","0.079322756965737901"
"fresh bread","spaghetti","0.0090654579389414739","0.21052631578947367","1.2091561215442894","1.0461271830422609","0.0015681151414180189","0.043060925209972005"
"butter","spaghetti","0.006265831222503666","0.20796460176991149","1.194442938649392","1.042743649077702","0.0010200124229980904","0.030129316091187842"
"brownies","mineral water","0.0095987201706439138","0.28458498023715412","1.1938881078069872","1.0646013312405491","0.0015588376155898399","0.033728836155179312"
"hot dogs","mineral water","0.0091987734968670843","0.28395061728395066","1.1912268345899966","1.0636581789094788","0.0014766728609851097","0.032395680575923208"
"butter","french fries","0.0061325156645780565","0.20353982300884957","1.1909143622382066","1.0409678709505399","0.00098309782310321194","0.030129316091187842"
"eggs","mineral water","0.050926543127582991","0.28338278931750743","1.1888446882945318","1.0628153651286798","0.0080895404231842091","0.17970937208372217"
"mineral water","eggs","0.050926543127582991","0.21364653243847875","1.1888446882945318","1.0431576406218384","0.0080895404231842091","0.23836821757099053"
"french fries","eggs","0.036395147313691506","0.21294851794071765","1.1849605586597352","1.0422324925556672","0.0056809205424167668","0.1709105452606319"
"eggs","french fries","0.036395147313691506","0.20252225519287834","1.1849605586597352","1.0396396139429471","0.0056809205424167668","0.17970937208372217"
"burgers","mineral water","0.024396747100386616","0.27981651376146782","1.173883484186113","1.0575524112708541","0.0036138095865314163","0.087188374883348907"
"meatballs","eggs","0.0043994134115451274","0.21019108280254778","1.1696167003723374","1.038593778893997","0.00063799874454814305","0.020930542594320756"
"eggs","spaghetti","0.036528462871617116","0.20326409495548961","1.1674456173515524","1.0365917691421405","0.0052392427754511181","0.17970937208372217"
"spaghetti","eggs","0.036528462871617116","0.20980091883614088","1.1674456173515524","1.0380809690490882","0.0052392427754511181","0.17411011865084655"
"green tea","spaghetti","0.026529796027196375","0.2008072653884965","1.1533348374265791","1.0334051419406705","0.0035271127072405116","0.13211571790427942"
"butter","eggs","0.0061325156645780565","0.20353982300884957","1.1326054988051786","1.0299204550504377","0.00071799518851870317","0.030129316091187842"
"ground beef","eggs","0.019997333688841486","0.20352781546811397","1.1325386823637411","1.0299049280652415","0.0023402470036390823","0.098253566191174507"
"chocolate","eggs","0.03319557392347687","0.20260374288039054","1.1273966434316094","1.0287114099072503","0.0037511240780036571","0.1638448206905746"
"fresh bread","eggs","0.0086655112651646445","0.20123839009287925","1.1197990831503615","1.0269529954145649","0.00092705943433645313","0.043060925209972005"
"light mayo","eggs","0.0054659378749500062","0.20098039215686272","1.1183634433001686","1.0266213993553415","0.00057849461337430678","0.027196373816824423"
"white wine","mineral water","0.0043994134115451274","0.2661290322580645","1.1164618965143971","1.0378279233098591","0.00045891761381111531","0.01653112918277563"
"energy bar","mineral water","0.0067990934542061059","0.25123152709359609","1.0539640294905281","1.017179288375585","0.0003481204950125218","0.027063058258898813"
"strawberries","mineral water","0.0050659912011731768","0.23749999999999999","0.99635766219239374","0.99886135400525844","-1.8519505580387279E-05","0.021330489268097587"
"green tea","mineral water","0.031062524996667111","0.23511604439959638","0.98635651512381028","0.99574814826800584","-0.00042966319328777147","0.13211571790427942"
"parmesan cheese","mineral water","0.0046660445273963473","0.2348993288590604","0.98544735222137148","0.99546610159581073","-6.890606826790921E-05","0.019864018130915879"
"light mayo","mineral water","0.006265831222503666","0.23039215686274508","0.96653890862832825","0.98963620137272568","-0.00021691992860712814","0.027196373816824423"
"escalope","mineral water","0.017064391414478068","0.21512605042016805","0.90249468915082809","0.97038738874788155","-0.0018436327762617472","0.079322756965737901"
"energy drink","mineral water","0.0055992534328756166","0.20999999999999999","0.88098993288590599","0.96409086383418918","-0.00075638495056633889","0.026663111585121985"
"yogurt cake","mineral water","0.0055992534328756166","0.20487804878048779","0.85950237354722536","0.95788046256409165","-0.0009152759101523876","0.027329689374750034"
